beneficiary_id,full_name,national_id,email,phone,pillar,region,consent_status,consent_type,consent_date,status,enrollment_status,consent_data_sharing,consent_photo_use,consent_sms_contact,consent_external_reporting
INK-2026-1018,Fatuma Kemei,20000690,fatuma.kemei.18@inuka.org,+254 732 536 154,Tech,Western,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1019,Andrew Ali,20000699,andrew.ali.19@inuka.org,+254 739 265 268,Tech,Coastal,Consented,Digital Signature,2026-06-09 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1020,Evans Odhiambo,20000677,evans.odhiambo.20@inuka.org,+254 798 820 627,Vocational,Nyanza,Consented,Digital Signature,2026-06-30 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1021,Paul Wangari,20000653,paul.wangari.21@inuka.org,+254 718 492 554,Vocational,North Eastern,Consented,SMS OTP,2026-04-27 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1022,Mary Jebet,20000502,mary.jebet.22@inuka.org,+254 739 563 101,Vocational,Rift Valley,Consented,Physical Form,2026-03-20 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1023,Francis Ndwiga,20000973,francis.ndwiga.23@inuka.org,+254 785 353 807,Vocational,Western,Consented,Digital Signature,2026-06-22 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1024,Asha Ibrahim,20000629,asha.ibrahim.24@inuka.org,+254 794 244 185,Vocational,Rift Valley,Withdrawn,SMS OTP,2026-08-08 11:41:01,Active,On Hold,0,0,0,0
INK-2026-1025,Evans Mohamed,20000672,evans.mohamed.25@inuka.org,+254 755 890 656,Plus,North Eastern,Consented,Digital Signature,2026-08-06 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1026,Lydia Mohamed,20000567,lydia.mohamed.26@inuka.org,+254 763 311 856,Plus,Eastern,Consented,Digital Signature,2026-02-21 11:41:01,Active,Enrolled,1,1,0,0
INK-2026-1027,John Koech,20001116,john.koech.27@inuka.org,+254 775 709 262,Vocational,Eastern,Consented,Physical Form,2026-03-28 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1028,Agnes Ombati,20000900,agnes.ombati.28@inuka.org,+254 713 442 651,Plus,North Eastern,Consented,Digital Signature,2026-08-10 11:41:01,Active,Enrolled,1,0,0,1
INK-2026-1029,David Wanjiku,20000749,david.wanjiku.29@inuka.org,+254 787 770 748,Vocational,Nairobi,Consented,Digital Signature,2026-05-28 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1030,David Sang,20001500,david.sang.30@inuka.org,+254 740 461 956,Plus,Nairobi,Consented,SMS OTP,2026-02-14 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1031,Beatrice Nyangau,20001018,beatrice.nyangau.31@inuka.org,+254 762 355 761,Plus,Central,Consented,Physical Form,2026-07-05 11:41:01,Active,Enrolled,1,0,0,1
INK-2026-1032,Daniel Mwangi,20001157,daniel.mwangi.32@inuka.org,+254 747 593 434,Scholarship,Rift Valley,Consented,Digital Signature,2026-05-29 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1033,Wycliffe Karanja,20001295,wycliffe.karanja.33@inuka.org,+254 742 170 377,Tech,Eastern,Consented,SMS OTP,2026-04-08 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1034,Agnes Karanja,20001546,agnes.karanja.34@inuka.org,+254 790 893 345,Tech,Nyanza,Consented,Physical Form,2026-06-19 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1035,Wycliffe Sang,20001466,wycliffe.sang.35@inuka.org,+254 711 412 727,Plus,Coastal,Consented,Digital Signature,2026-02-07 11:41:01,Active,Enrolled,1,0,0,0
INK-2026-1036,Patrick Wanjiku,20001097,patrick.wanjiku.36@inuka.org,+254 768 936 709,Plus,Coastal,Consented,Digital Signature,2026-07-25 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1037,Patrick Barasa,20001379,patrick.barasa.37@inuka.org,+254 730 901 262,Vocational,Coastal,Consented,Digital Signature,2026-05-21 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1038,Asha Koech,20001102,asha.koech.38@inuka.org,+254 780 842 764,Plus,North Eastern,Withdrawn,Digital Signature,2026-08-19 11:41:01,Active,On Hold,0,0,0,0
INK-2026-1039,Anita Kiprop,20000847,anita.kiprop.39@inuka.org,+254 760 143 468,Plus,Eastern,Consented,SMS OTP,2026-06-04 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1040,Beatrice Kiptoo,20000861,beatrice.kiptoo.40@inuka.org,+254 786 242 310,Scholarship,Nyanza,Consented,Digital Signature,2026-02-27 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1041,Florence Karanja,20000803,florence.karanja.41@inuka.org,+254 779 860 672,Tech,Nairobi,Consented,Digital Signature,2026-07-12 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1042,Julius Koech,20001558,julius.koech.42@inuka.org,+254 733 359 385,Plus,North Eastern,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1043,James Kiarie,20001619,james.kiarie.43@inuka.org,+254 719 985 534,Tech,Coastal,Consented,Digital Signature,2026-05-15 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1044,Patrick Kamau,20001222,patrick.kamau.44@inuka.org,+254 782 306 222,Scholarship,North Eastern,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1045,Esther Muthoni,20001068,esther.muthoni.45@inuka.org,+254 751 188 540,Vocational,Coastal,Consented,SMS OTP,2026-02-07 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1046,Florence Kariuki,20001398,florence.kariuki.46@inuka.org,+254 773 343 254,Plus,Nairobi,Withdrawn,Physical Form,2026-07-09 11:41:01,Active,On Hold,0,0,0,0
INK-2026-1047,Agnes Odhiambo,20001641,agnes.odhiambo.47@inuka.org,+254 786 797 166,Plus,Eastern,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1048,Geoffrey Odhiambo,20001148,geoffrey.odhiambo.48@inuka.org,+254 736 676 325,Plus,Eastern,Consented,SMS OTP,2026-08-05 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1049,Rachael Koech,20001540,rachael.koech.49@inuka.org,+254 731 162 475,Vocational,Western,Consented,SMS OTP,2026-05-15 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1050,Paul Otieno,20001609,paul.otieno.50@inuka.org,+254 795 152 974,Scholarship,Coastal,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1051,Julius Cherono,20001059,julius.cherono.51@inuka.org,+254 729 501 631,Vocational,Eastern,Consented,Digital Signature,2026-08-17 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1052,Simon Ochieng,20001081,simon.ochieng.52@inuka.org,+254 710 455 991,Plus,Coastal,Consented,SMS OTP,2026-04-04 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1053,James Ochieng,20001522,james.ochieng.53@inuka.org,+254 761 894 524,Plus,Eastern,Consented,Digital Signature,2026-07-11 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1054,Paul Nekesa,20001850,paul.nekesa.54@inuka.org,+254 751 750 711,Scholarship,Nyanza,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1055,Alice Kimani,20001300,alice.kimani.55@inuka.org,+254 779 396 654,Tech,Western,Consented,Physical Form,2026-06-07 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1056,Kevin Wambui,20001872,kevin.wambui.56@inuka.org,+254 789 908 757,Tech,Central,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1057,Joyce Simiyu,20001897,joyce.simiyu.57@inuka.org,+254 770 734 603,Vocational,Rift Valley,Consented,SMS OTP,2026-08-13 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1058,Patrick Ombati,20001322,patrick.ombati.58@inuka.org,+254 713 808 368,Tech,Nyanza,Consented,Physical Form,2026-04-04 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1059,Agnes Kemei,20001946,agnes.kemei.59@inuka.org,+254 727 433 833,Plus,Nairobi,Consented,SMS OTP,2026-04-24 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1060,Rose Juma,20001543,rose.juma.60@inuka.org,+254 774 275 823,Vocational,North Eastern,Consented,Digital Signature,2026-05-17 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1061,Faith Juma,20001753,faith.juma.61@inuka.org,+254 735 719 202,Tech,Western,Consented,SMS OTP,2026-05-13 11:41:01,Active,Enrolled,1,0,0,0
INK-2026-1062,Joyce Ochieng,20001159,joyce.ochieng.62@inuka.org,+254 721 871 552,Plus,Coastal,Consented,Physical Form,2026-05-13 11:41:01,Active,Enrolled,1,0,0,1
INK-2026-1063,Esther Nekesa,20002046,esther.nekesa.63@inuka.org,+254 761 404 670,Vocational,Coastal,Consented,SMS OTP,2026-02-12 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1064,Joseph Simiyu,20001620,joseph.simiyu.64@inuka.org,+254 724 568 406,Scholarship,North Eastern,Consented,Physical Form,2026-04-15 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1065,Asha Odhiambo,20001695,asha.odhiambo.65@inuka.org,+254 782 650 155,Vocational,Central,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1066,Emmanuel Wekesa,20001226,emmanuel.wekesa.66@inuka.org,+254 738 230 349,Tech,Nairobi,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1067,Ruth Cherono,20001771,ruth.cherono.67@inuka.org,+254 778 859 204,Plus,North Eastern,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1068,James Wangari,20001744,james.wangari.68@inuka.org,+254 791 347 635,Vocational,Nairobi,Consented,Physical Form,2026-05-27 11:41:01,Active,Enrolled,1,0,0,1
INK-2026-1069,Agnes Ombati,20001776,agnes.ombati.69@inuka.org,+254 747 760 353,Plus,North Eastern,Consented,Digital Signature,2026-02-03 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1070,Esther Wanyama,20001399,esther.wanyama.70@inuka.org,+254 716 952 319,Tech,Central,Consented,Physical Form,2026-06-24 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1071,Jane Ali,20001422,jane.ali.71@inuka.org,+254 743 828 560,Vocational,North Eastern,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1072,Agnes Barasa,20001570,agnes.barasa.72@inuka.org,+254 746 589 494,Plus,Eastern,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1073,Charles Chelimo,20001798,charles.chelimo.73@inuka.org,+254 797 578 543,Tech,Nairobi,Consented,SMS OTP,2026-02-13 11:41:01,Active,Enrolled,1,0,0,0
INK-2026-1074,David Sang,20001990,david.sang.74@inuka.org,+254 734 994 506,Tech,Nairobi,Consented,Physical Form,2026-07-19 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1075,Mercy Onyango,20001908,mercy.onyango.75@inuka.org,+254 723 425 265,Tech,Eastern,Consented,Digital Signature,2026-04-22 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1076,Peter Wambui,20001517,peter.wambui.76@inuka.org,+254 747 234 109,Tech,Eastern,Consented,Digital Signature,2026-07-23 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1077,Catherine Wanyama,20001809,catherine.wanyama.77@inuka.org,+254 745 886 132,Plus,Rift Valley,Consented,Digital Signature,2026-07-03 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1078,Catherine Kiarie,20002021,catherine.kiarie.78@inuka.org,+254 729 144 416,Vocational,Central,Consented,Digital Signature,2026-03-29 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1079,Anita Onyango,20002017,anita.onyango.79@inuka.org,+254 737 161 150,Scholarship,Eastern,Withdrawn,Physical Form,2026-08-10 11:41:01,Active,On Hold,0,0,0,0
INK-2026-1080,Robert Hassan,20002105,robert.hassan.80@inuka.org,+254 716 710 393,Vocational,Nyanza,Consented,Physical Form,2026-02-15 11:41:01,Active,Enrolled,1,1,0,0
INK-2026-1081,Andrew Nekesa,20002370,andrew.nekesa.81@inuka.org,+254 733 222 862,Vocational,Nairobi,Consented,Digital Signature,2026-05-20 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1082,Simon Wambui,20001646,simon.wambui.82@inuka.org,+254 797 621 677,Plus,Western,Consented,Physical Form,2026-04-23 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1083,Emmanuel Nyambura,20002361,emmanuel.nyambura.83@inuka.org,+254 736 832 985,Tech,Coastal,Consented,Physical Form,2026-04-16 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1084,Mercy Muthoni,20001717,mercy.muthoni.84@inuka.org,+254 712 137 458,Plus,Rift Valley,Withdrawn,SMS OTP,2026-07-13 11:41:01,Active,On Hold,0,0,0,0
INK-2026-1085,Simon Mwangi,20002089,simon.mwangi.85@inuka.org,+254 737 237 614,Vocational,Central,Consented,Physical Form,2026-02-15 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1086,Wycliffe Koech,20002176,wycliffe.koech.86@inuka.org,+254 714 158 988,Scholarship,Western,Consented,SMS OTP,2026-02-09 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1087,Wycliffe Njoroge,20002327,wycliffe.njoroge.87@inuka.org,+254 785 882 237,Tech,Nyanza,Consented,Digital Signature,2026-06-15 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1088,Wycliffe Nduku,20002449,wycliffe.nduku.88@inuka.org,+254 719 529 433,Plus,Nyanza,Consented,Physical Form,2026-02-13 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1089,Asha Juma,20001716,asha.juma.89@inuka.org,+254 765 261 249,Tech,North Eastern,Consented,SMS OTP,2026-04-20 11:41:01,Active,Enrolled,1,1,0,0
INK-2026-1090,John Kimani,20001745,john.kimani.90@inuka.org,+254 789 932 265,Tech,Central,Consented,SMS OTP,2026-05-01 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1091,Esther Ombati,20002424,esther.ombati.91@inuka.org,+254 752 542 196,Vocational,Eastern,Consented,Digital Signature,2026-05-11 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1092,Michael Kiarie,20001758,michael.kiarie.92@inuka.org,+254 749 252 860,Tech,North Eastern,Consented,Physical Form,2026-08-11 11:41:01,Active,Enrolled,1,0,0,0
INK-2026-1093,John Sang,20002382,john.sang.93@inuka.org,+254 794 465 636,Scholarship,Western,Consented,SMS OTP,2026-07-09 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1094,Beatrice Ombati,20002509,beatrice.ombati.94@inuka.org,+254 718 388 982,Scholarship,Rift Valley,Consented,SMS OTP,2026-03-22 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1095,Grace Rotich,20001816,grace.rotich.95@inuka.org,+254 753 503 285,Plus,Rift Valley,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1096,Moses Ali,20002436,moses.ali.96@inuka.org,+254 769 197 229,Vocational,Coastal,Consented,SMS OTP,2026-05-26 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1097,Joseph Cherono,20002264,joseph.cherono.97@inuka.org,+254 758 634 529,Tech,Nyanza,Consented,Digital Signature,2026-05-28 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1098,Kevin Chepkemoi,20002275,kevin.chepkemoi.98@inuka.org,+254 784 181 384,Plus,Coastal,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1099,Stephen Wekesa,20002251,stephen.wekesa.99@inuka.org,+254 768 425 814,Plus,Eastern,Consented,SMS OTP,2026-04-14 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1100,Halima Kiprop,20002078,halima.kiprop.100@inuka.org,+254 726 174 343,Scholarship,Central,Consented,Physical Form,2026-07-28 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1101,Robert Wamalwa,20001869,robert.wamalwa.101@inuka.org,+254 728 186 276,Scholarship,Nyanza,Consented,Physical Form,2026-08-06 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1102,Beatrice Omondi,20002614,beatrice.omondi.102@inuka.org,+254 725 691 207,Vocational,Eastern,Consented,Physical Form,2026-07-11 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1103,David Mutua,20002556,david.mutua.103@inuka.org,+254 778 381 133,Scholarship,Nairobi,Consented,Physical Form,2026-03-22 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1104,Joseph Mwangi,20001917,joseph.mwangi.104@inuka.org,+254 742 534 677,Vocational,Coastal,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1105,John Kemei,20002463,john.kemei.105@inuka.org,+254 794 180 750,Plus,Western,Consented,Digital Signature,2026-04-02 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1106,Florence Lagat,20002622,florence.lagat.106@inuka.org,+254 752 738 378,Vocational,Central,Consented,SMS OTP,2026-07-11 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1107,Paul Ochieng,20002333,paul.ochieng.107@inuka.org,+254 714 887 528,Tech,Rift Valley,Consented,SMS OTP,2026-05-19 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1108,Beatrice Ombati,20002573,beatrice.ombati.108@inuka.org,+254 735 745 515,Scholarship,Eastern,Consented,Physical Form,2026-07-05 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1109,Rose Onyango,20002320,rose.onyango.109@inuka.org,+254 754 559 966,Tech,Western,Consented,SMS OTP,2026-07-18 11:41:01,Active,Enrolled,1,0,0,1
INK-2026-1110,Esther Mwangi,20002027,esther.mwangi.110@inuka.org,+254 795 473 117,Plus,North Eastern,Consented,Digital Signature,2026-03-12 11:41:01,Active,Enrolled,1,0,0,1
INK-2026-1111,Lydia Wangari,20002833,lydia.wangari.111@inuka.org,+254 793 180 212,Tech,Eastern,Consented,Physical Form,2026-05-18 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1112,Wycliffe Odhiambo,20002510,wycliffe.odhiambo.112@inuka.org,+254 797 239 504,Tech,Coastal,Withdrawn,Physical Form,2026-07-16 11:41:01,Active,On Hold,0,0,0,0
INK-2026-1113,Geoffrey Kiptoo,20002030,geoffrey.kiptoo.113@inuka.org,+254 775 545 147,Vocational,North Eastern,Consented,Physical Form,2026-06-17 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1114,Paul Ali,20002069,paul.ali.114@inuka.org,+254 730 658 573,Scholarship,Coastal,Consented,SMS OTP,2026-08-15 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1115,Simon Ombati,20002876,simon.ombati.115@inuka.org,+254 785 152 650,Tech,Nairobi,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1116,Zainab Omondi,20002267,zainab.omondi.116@inuka.org,+254 780 219 601,Scholarship,Western,Consented,Digital Signature,2026-02-12 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1117,Grace Kimani,20002616,grace.kimani.117@inuka.org,+254 740 873 973,Plus,Nyanza,Consented,SMS OTP,2026-06-14 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1118,Julius Wanjiku,20002258,julius.wanjiku.118@inuka.org,+254 790 844 495,Scholarship,Coastal,Consented,SMS OTP,2026-04-21 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1119,Patrick Wangari,20002801,patrick.wangari.119@inuka.org,+254 792 641 227,Plus,Eastern,Consented,Digital Signature,2026-03-15 11:41:01,Active,Enrolled,1,0,0,0
INK-2026-1120,Lydia Wamalwa,20002550,lydia.wamalwa.120@inuka.org,+254 773 550 628,Tech,Rift Valley,Consented,SMS OTP,2026-04-05 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1121,Julius Wangari,20002264,julius.wangari.121@inuka.org,+254 761 604 390,Scholarship,Central,Consented,SMS OTP,2026-06-15 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1122,Geoffrey Kipruto,20002999,geoffrey.kipruto.122@inuka.org,+254 736 514 468,Plus,Rift Valley,Consented,Physical Form,2026-03-16 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1123,Daniel Koech,20002577,daniel.koech.123@inuka.org,+254 716 275 171,Vocational,Rift Valley,Consented,SMS OTP,2026-06-08 11:41:01,Active,Enrolled,1,1,0,0
INK-2026-1124,Francis Ekiru,20002814,francis.ekiru.124@inuka.org,+254 782 572 477,Tech,Nairobi,Consented,SMS OTP,2026-07-15 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1125,Patrick Lagat,20002607,patrick.lagat.125@inuka.org,+254 753 231 430,Scholarship,North Eastern,Consented,Digital Signature,2026-06-23 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1126,Jane Wambui,20003118,jane.wambui.126@inuka.org,+254 716 524 332,Scholarship,Eastern,Consented,SMS OTP,2026-08-11 11:41:01,Active,Enrolled,1,1,0,0
INK-2026-1127,Francis Kemei,20003131,francis.kemei.127@inuka.org,+254 732 205 874,Scholarship,Rift Valley,Withdrawn,SMS OTP,2026-08-04 11:41:01,Active,On Hold,0,0,0,0
INK-2026-1128,Faith Odhiambo,20002642,faith.odhiambo.128@inuka.org,+254 776 836 742,Scholarship,Rift Valley,Consented,Digital Signature,2026-03-22 11:41:01,Active,Enrolled,1,1,1,0
INK-2026-1129,Daniel Wangari,20003094,daniel.wangari.129@inuka.org,+254 721 651 368,Scholarship,Nairobi,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1130,Paul Odhiambo,20002786,paul.odhiambo.130@inuka.org,+254 726 691 999,Scholarship,Central,Consented,Digital Signature,2026-06-13 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1131,Gladys Ombati,20003194,gladys.ombati.131@inuka.org,+254 719 850 349,Plus,Rift Valley,Consented,Physical Form,2026-05-21 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1132,David Maina,20002898,david.maina.132@inuka.org,+254 711 545 676,Scholarship,North Eastern,Consented,SMS OTP,2026-04-16 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1133,Emmanuel Nekesa,20002625,emmanuel.nekesa.133@inuka.org,+254 745 281 551,Vocational,Western,Consented,Digital Signature,2026-02-21 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1134,Eunice Omondi,20002761,eunice.omondi.134@inuka.org,+254 721 753 614,Vocational,Western,Consented,Physical Form,2026-02-04 11:41:01,Active,Enrolled,1,0,1,1
INK-2026-1135,Paul Otieno,20002441,paul.otieno.135@inuka.org,+254 750 215 943,Tech,Central,Consented,Physical Form,2026-04-11 11:41:01,Active,Enrolled,1,0,1,0
INK-2026-1136,Daniel Ekiru,20003147,daniel.ekiru.136@inuka.org,+254 765 942 956,Plus,Western,Withdrawn,Digital Signature,2026-08-15 11:41:01,Active,On Hold,0,0,0,0
INK-2026-1137,Paul Odhiambo,20003275,paul.odhiambo.137@inuka.org,+254 761 216 420,Plus,Central,Consented,Digital Signature,2026-02-26 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1138,David Kariuki,20002912,david.kariuki.138@inuka.org,+254 728 758 533,Tech,Coastal,Consented,Physical Form,2026-04-04 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1139,Halima Ibrahim,20002955,halima.ibrahim.139@inuka.org,+254 798 788 941,Plus,Rift Valley,Consented,SMS OTP,2026-08-18 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1140,Rachael Chelimo,20002601,rachael.chelimo.140@inuka.org,+254 726 275 211,Tech,Rift Valley,Pending,None,,Active,Pending Review,0,0,0,0
INK-2026-1141,Kevin Achieng,20002849,kevin.achieng.141@inuka.org,+254 748 345 674,Plus,Coastal,Consented,Physical Form,2026-07-28 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1142,Francis Lagat,20003156,francis.lagat.142@inuka.org,+254 792 963 632,Plus,Western,Consented,Digital Signature,2026-02-27 11:41:01,Active,Enrolled,1,1,1,1
INK-2026-1143,Moses Wangari,20003064,moses.wangari.143@inuka.org,+254 718 411 489,Plus,Coastal,Consented,Physical Form,2026-03-08 11:41:01,Active,Enrolled,1,1,0,1
INK-2026-1144,Jane Juma,20002850,jane.juma.144@inuka.org,+254 731 478 908,Scholarship,North Eastern,Consented,SMS OTP,2026-04-13 11:41:01,Active,Enrolled,1,0,1,1
